batch,threshold,precision,recall,f1_score,total_samples,anomalies
batch_01_features.csv,0.1,1.0,1.0,1.0,20000,1000
batch_02_features.csv,0.05,1.0,1.0,1.0,20000,1000
batch_03_features.csv,0.025,0.999000999000999,1.0,0.9995002498750625,20000,1000
batch_04_features.csv,0.025,1.0,1.0,1.0,20000,1000
batch_05_features.csv,0.037500000000000006,1.0,1.0,1.0,20000,1000
batch_06_features.csv,0.037500000000000006,1.0,1.0,1.0,20000,1000
batch_07_features.csv,0.037500000000000006,1.0,1.0,1.0,20000,1000
batch_08_features.csv,0.037500000000000006,1.0,1.0,1.0,20000,1000
batch_09_features.csv,0.037500000000000006,1.0,1.0,1.0,20000,1000
batch_10_features.csv,0.037500000000000006,1.0,1.0,1.0,20000,1000
batch_11_features.csv,0.018750000000000003,1.0,1.0,1.0,20000,1000
batch_12_features.csv,0.018750000000000003,1.0,1.0,1.0,20000,1000
batch_13_features.csv,0.018750000000000003,1.0,1.0,1.0,20000,1000
batch_14_features.csv,0.018750000000000003,1.0,1.0,1.0,20000,1000
batch_15_features.csv,0.018750000000000003,1.0,1.0,1.0,20000,1000
batch_16_features.csv,0.009375000000000001,1.0,1.0,1.0,20000,1000
batch_17_features.csv,0.009375000000000001,1.0,1.0,1.0,20000,1000
batch_18_features.csv,0.009375000000000001,1.0,1.0,1.0,20000,1000
batch_19_features.csv,0.004687500000000001,1.0,1.0,1.0,20000,1000
batch_20_features.csv,0.004687500000000001,1.0,1.0,1.0,20000,1000
batch_21_features.csv,0.004687500000000001,0.999000999000999,1.0,0.9995002498750625,20000,1000
batch_22_features.csv,0.0023437500000000003,0.9960159362549801,1.0,0.998003992015968,20000,1000
batch_23_features.csv,0.0035156250000000005,0.9950248756218906,1.0,0.9975062344139651,20000,1000
batch_24_features.csv,0.0052734375,0.9909399773499433,1.0,0.9954493742889647,17501,875
