Feature,TrainMean,DayMean,MeanΔ%,KS_D,KS_p
Protocol,0.5480128076332628,9.703904,1670.7440410230415,0.9813618826656976,0.0
Flow Duration,0.9998831281209773,13799169.0,1380078090.9512968,0.9909287756651425,0.0
Tot Fwd Pkts,0.00038535047717287236,5.1772594,1343416.180130759,0.9999998984138851,0.0
Tot Bwd Pkts,0.00026096698309919776,6.6376123,2543358.4982447517,0.7631085737472179,0.0
TotLen Fwd Pkts,4.984634200150011e-05,431.6991,866042259.2248828,0.7354872151574703,0.0
TotLen Bwd Pkts,0.00013365791319191786,5161.735,3861870941.754342,0.6559923568282446,0.0
Fwd Pkt Len Max,0.0037343655205598846,146.5614,3924565.6845620475,0.7354871135713554,0.0
Fwd Pkt Len Min,0.008996383344505915,14.667235,162934.77946012781,0.3499431428726558,0.0
Fwd Pkt Len Mean,0.0036097074997569205,43.220264,1197233.9242967938,0.7354785622104797,0.0
Fwd Pkt Len Std,0.004686275475604079,47.258934,1008353.8176101578,0.3883547956743585,0.0
Bwd Pkt Len Max,0.005723274326790623,324.15863,5663765.738814082,0.65599225524213,0.0
Bwd Pkt Len Min,0.02195232997299371,35.42399,161267.77632801092,0.34246608971960013,0.0
Bwd Pkt Len Mean,0.004130484708043108,120.219376,2910438.471958729,0.65599225524213,0.0
Bwd Pkt Len Std,0.006154528126464676,114.29997,1857068.4394779461,0.3160415273490127,0.0
Flow Byts/s,0.0001930254903868355,422176.4,218714232026.34528,0.7319471679540033,0.0
Flow Pkts/s,0.005474861053313831,42097.184,768917603.9313778,0.9715615672130314,0.0
Flow IAT Mean,0.9996548625947121,2836661.5,283763987.3170465,0.9895930605128748,0.0
Flow IAT Std,3.1393931859500416e-06,1193502.5,38004874846134.86,0.4864328714041486,0.0
Flow IAT Max,0.13995902093495197,6187229.0,4420743139.314439,0.9919412844713887,0.0
Flow IAT Min,0.9998745102286526,2311669.5,231195862.49727434,0.9134719075399501,0.0
Fwd IAT Tot,0.9998828214694465,13377965.0,1337953178.0611193,0.6570553067028182,0.0
Fwd IAT Mean,0.9996560214386566,3205411.5,320651346.9027469,0.6553086628207285,0.0
Fwd IAT Std,3.6244786596699336e-06,1310119.0,36136442190936.79,0.41466432339029025,0.0
Fwd IAT Max,0.13995886946978636,5886497.0,4205876226.5531993,0.6576900167481103,0.0
Fwd IAT Min,0.9998745923534385,2408959.2,240926038.7391284,0.6452324015828956,0.0
Bwd IAT Tot,0.07478509328437677,9611408.0,12852036916.16233,0.37865536380461295,0.0
Bwd IAT Mean,0.008240494898934952,914193.7,11093915833.119469,0.37860817869743757,0.0
Bwd IAT Std,0.011723856062740366,1005340.2,8575165753.011603,0.3192363642569801,0.0
Bwd IAT Max,0.025961963242106964,3096205.0,11925927272.545853,0.37865536380461295,0.0
Bwd IAT Min,0.0030927852853289963,280192.88,9059561381.151464,0.3163760420252726,0.0
Fwd PSH Flags,0.05431037504069794,0.05035454,-7.283754930513871,0.003955834176889161,1.0116436868561435e-12
Bwd PSH Flags,0.0,0.0,0.0,0.0,1.0
Fwd URG Flags,0.0,0.0,0.0,0.0,1.0
Bwd URG Flags,0.0,0.0,0.0,0.0,1.0
Fwd Header Len,0.0002884301966453826,103.25704,35799440.10976966,0.9813618826656976,0.0
Bwd Header Len,0.0002726876820553745,137.52461,50432727.42473004,0.7621599534975709,0.0
Fwd Pkts/s,0.004932796338310543,38601.57,782549185.2240678,0.9767403079872778,0.0
Bwd Pkts/s,0.00162619368444566,3495.6033,214955913.87216204,0.7514159552776534,0.0
Pkt Len Min,0.008896369020156534,14.535564,163287.58831606767,0.34800591175310525,0.0
Pkt Len Max,0.006606493496035903,332.76617,5036855.294779645,0.7357240430456833,0.0
Pkt Len Mean,0.005250380559282624,79.37852,1511761.8762390409,0.7357239414595684,0.0
