Feature,TrainMean,DayMean,MeanΔ%,KS_D,KS_p
Protocol,0.5480128076332628,5.9981937,994.5353187645649,0.9996373989417421,0.0
Flow Duration,0.9998831281209773,5397453.5,539808337.8866397,1.0,0.0
Tot Fwd Pkts,0.00038535047717287236,4.9312534,1279576.7954298854,0.9999998984138851,0.0
Tot Bwd Pkts,0.00026096698309919776,3.3223903,1273002.6539964408,0.9955994435957676,0.0
TotLen Fwd Pkts,4.984634200150011e-05,925.9886,1857648772.0279498,0.990212009705174,0.0
TotLen Bwd Pkts,0.00013365791319191786,397.7806,297608641.25969815,0.9901135254671286,0.0
Fwd Pkt Len Max,0.0037343655205598846,925.72095,24789136.46540816,0.990212009705174,0.0
Fwd Pkt Len Min,0.008996383344505915,0.011075,23.105025914274204,0.3135365293233935,0.0
Fwd Pkt Len Mean,0.0036097074997569205,186.98055,5179834.752557905,0.990212009705174,0.0
Fwd Pkt Len Std,0.004686275475604079,415.8859,8874448.843659109,0.9901784355331131,0.0
Bwd Pkt Len Max,0.005723274326790623,342.6717,5987235.4387038965,0.9901135254671286,0.0
Bwd Pkt Len Min,0.02195232997299371,0.012263526,-44.13564908534935,0.31501960193146816,0.0
Bwd Pkt Len Mean,0.004130484708043108,116.13795,2811626.157467858,0.9901135254671286,0.0
Bwd Pkt Len Std,0.006154528126464676,192.97511,3135397.597797365,0.990075474738793,0.0
Flow Byts/s,0.0001930254903868355,407.17017,210939945.17236677,0.9902164862614488,0.0
Flow Pkts/s,0.005474861053313831,13.599987,248307.8484278427,0.9877842125622982,0.0
Flow IAT Mean,0.9996548625947121,742099.4,74235458.8939413,1.0,0.0
Flow IAT Std,3.1393931859500416e-06,1896236.1,60382124553082.2,0.9959036462502237,0.0
Flow IAT Max,0.13995902093495197,5204286.5,3718435787.912085,1.0,0.0
Flow IAT Min,0.9998745102286526,20487.586,2048915.7222155526,0.999996342899867,0.0
Fwd IAT Tot,0.9998828214694465,5396830.5,539746196.138107,0.994507265450834,0.0
Fwd IAT Mean,0.9996560214386566,1376795.6,137726837.47608444,0.994507265450834,0.0
Fwd IAT Std,3.6244786596699336e-06,2612017.0,72046128116891.89,0.9904713452107673,0.0
Fwd IAT Max,0.13995886946978636,5253555.5,3753642296.774067,0.994507265450834,0.0
Fwd IAT Min,0.9998745923534385,22870.604,2287247.200104487,0.994507265450834,0.0
Bwd IAT Tot,0.07478509328437677,1293117.6,1729111345.7686043,0.995505537500112,0.0
Bwd IAT Mean,0.008240494898934952,414824.75,5033977892.193593,0.995505537500112,0.0
Bwd IAT Std,0.011723856062740366,704731.8,6011091716.700085,0.9919063862551816,0.0
Bwd IAT Max,0.025961963242106964,1260695.5,4855932556.88008,0.995505537500112,0.0
Bwd IAT Min,0.0030927852853289963,7313.2876,236462653.09576708,0.995505537500112,0.0
Fwd PSH Flags,0.05431037504069794,0.00011639046,-99.78569203830858,0.05419398457755342,0.0
Bwd PSH Flags,0.0,0.0,0.0,0.0,1.0
Fwd URG Flags,0.0,0.0,0.0,0.0,1.0
Bwd URG Flags,0.0,0.0,0.0,0.0,1.0
Fwd Header Len,0.0002884301966453826,165.63876,57427378.49580994,0.9996373989417421,0.0
Bwd Header Len,0.0002726876820553745,114.63646,42039216.9557022,0.9955995451818824,0.0
Fwd Pkts/s,0.004932796338310543,9.389326,190244.8581529775,0.9871785561458398,0.0
Bwd Pkts/s,0.00162619368444566,4.2106605,258827.20588042148,0.9933026662081171,0.0
Pkt Len Min,0.008896369020156534,0.010072252,13.21755681250348,0.3120274912732697,0.0
Pkt Len Max,0.006606493496035903,925.8773,14014553.609300543,0.9902164862614488,0.0
Pkt Len Mean,0.005250380559282624,141.39595,2692960.470403263,0.9902164862614488,0.0
Pkt Len Std,0.005986393767963834,311.75,5207541.86266714,0.9902164862614488,0.0
Pkt Len Var,9.072293752063292e-05,98229.69,108273174747.22383,0.9902164862614488,0.0
FIN Flag Cnt,0.005660784661309354,0.0,-99.9999823346076,0.00566078466130937,2.5349952617855366e-12
SYN Flag Cnt,0.05431037504069794,0.00011639046,-99.78569203830858,0.05419398457755342,0.0
RST Flag Cnt,0.18901529023406966,6.7148344e-06,-99.99644693593048,0.18900857539965743,0.0
PSH Flag Cnt,0.38470621041633546,0.00032007377,-99.91680020737176,0.38438613664268806,0.0
ACK Flag Cnt,0.28261561896673715,0.99928373,253.5840418520909,0.7166681320292966,0.0
URG Flag Cnt,0.04114918276510293,0.037036788,-9.993867849344873,0.004112394425636712,1.0518164273827763e-06
CWE Flag Count,0.0,0.0,0.0,0.0,1.0
ECE Flag Cnt,0.1890164076813325,6.7148344e-06,-99.99644695693586,0.18900969284692026,0.0
Down/Up Ratio,0.0016247529259047126,0.0888865,5370.766925853864,0.4033051205156175,0.0
Pkt Size Avg,0.006040717672626969,158.51208,2623960.042395655,0.9902164862614488,0.0
Fwd Seg Size Avg,0.0036097074997569205,186.98055,5179834.752557905,0.990212009705174,0.0
Bwd Seg Size Avg,0.004130484708043108,116.13795,2811626.157467858,0.9901135254671286,0.0
Fwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Bwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Subflow Fwd Pkts,0.00038535047717287236,4.9312534,1279576.7954298854,0.9999998984138851,0.0
Subflow Fwd Byts,4.984634200150011e-05,925.9886,1857648772.0279498,0.990212009705174,0.0
Subflow Bwd Pkts,0.00026096698309919776,3.3223903,1273002.6539964408,0.9955994435957676,0.0
Subflow Bwd Byts,0.00013365791319191786,397.7806,297608641.25969815,0.9901135254671286,0.0
Init Fwd Win Byts,0.1067403660279143,235.14906,220200.03236718904,0.9996038247696811,0.0
Init Bwd Win Byts,0.1558649735920948,211.1858,135392.7922890285,0.9955032992219746,0.0
Fwd Act Data Pkts,0.0013795760859565728,0.9928062,71864.53227000183,0.9901022324903268,0.0
Fwd Seg Size Min,0.2961958727813722,31.960516,10690.331265905077,0.9996373989417421,0.0
Active Mean,0.0019780234147701303,371.23837,18768039.05994566,0.10347910667008164,0.0
Active Std,0.0015138822201730376,62.903225,4154990.9679069235,0.08270789984008253,0.0
Active Max,0.002985260529835147,432.51614,14488283.663447827,0.10347910667008164,0.0
Active Min,0.0013057589357679089,318.20935,24369567.185400408,0.10347910667008164,0.0
Idle Mean,1.2773395828510697e-05,1640012.1,12838275461348.59,0.12603520363854492,0.0
Idle Std,1.0006571404083346e-06,214.61786,21426279435.153896,0.09350372080406899,0.0
Idle Max,4.75120450938938e-06,1640175.2,34513987071781.1,0.12603520363854492,0.0
Idle Min,0.00032355773801487223,1639853.4,506817829967.2645,0.12603520363854492,0.0
