Feature,TrainMean,DayMean,MeanΔ%,KS_D,KS_p
Protocol,0.5480128076332628,9.624945,1656.3357162935922,0.9804502020126803,0.0
Flow Duration,0.9998831281209773,13661717.0,1366331284.3499255,0.9909232946131885,0.0
Tot Fwd Pkts,0.00038535047717287236,6.0348425,1565961.8551210621,0.9999998984138851,0.0
Tot Bwd Pkts,0.00026096698309919776,7.080793,2713180.3115578485,0.805169393882011,0.0
TotLen Fwd Pkts,4.984634200150011e-05,382.2792,766899778.6570431,0.7730281706944522,0.0
TotLen Bwd Pkts,0.00013365791319191786,5361.852,4011593233.1608696,0.6969995960764465,0.0
Fwd Pkt Len Max,0.0037343655205598846,183.22012,4906224.06549494,0.7730280691083373,0.0
Fwd Pkt Len Min,0.008996383344505915,14.333254,159222.38233270837,0.3427698033178478,0.0
Fwd Pkt Len Mean,0.0036097074997569205,48.95389,1356072.9917650407,0.7730095905477339,0.0
Fwd Pkt Len Std,0.004686275475604079,57.81963,1233707.479588286,0.4321631243895204,0.0
Bwd Pkt Len Max,0.005723274326790623,383.91147,6707797.953288595,0.6969994944903317,0.0
Bwd Pkt Len Min,0.02195232997299371,35.13847,159967.14612800398,0.3471175610039112,0.0
Bwd Pkt Len Mean,0.004130484708043108,125.35003,3034652.759187879,0.6969994944903317,0.0
Bwd Pkt Len Std,0.006154528126464676,134.51527,2185530.63533864,0.35244322331475153,0.0
Flow Byts/s,0.0001930254903868355,301404.47,156146686370.84146,0.7699960010650773,0.0
Flow Pkts/s,0.005474861053313831,35204.344,643017813.6420884,0.9704986798460948,0.0
Flow IAT Mean,0.9996548625947121,2507137.8,250800235.32617956,0.9907037356993456,0.0
Flow IAT Std,3.1393931859500416e-06,1201997.8,38275390335660.414,0.5394847410745435,0.0
Flow IAT Max,0.13995902093495197,5919859.5,4229709009.2500944,0.9919358034194348,0.0
Flow IAT Min,0.9998745102286526,1982042.2,198229000.52627042,0.9326448120809123,0.0
Fwd IAT Tot,0.9998828214694465,13385976.0,1338754371.94304,0.6665474156474055,0.0
Fwd IAT Mean,0.9996560214386566,2919697.5,292070115.6005034,0.6660846110184513,0.0
Fwd IAT Std,3.6244786596699336e-06,1411277.1,38926642727083.63,0.4632893315307448,0.0
Fwd IAT Max,0.13995886946978636,5757922.0,4114009952.148137,0.6671821256926976,0.0
Fwd IAT Min,0.9998745923534385,2065835.2,206609335.19641605,0.656434740337982,0.0
Bwd IAT Tot,0.07478509328437677,9791184.0,13092427065.723934,0.4200401910830365,0.0
Bwd IAT Mean,0.008240494898934952,1102952.4,13384538749.689287,0.4200279836494418,0.0
Bwd IAT Std,0.011723856062740366,1063893.8,9074605162.641472,0.35757299008343757,0.0
Bwd IAT Max,0.025961963242106964,3413876.5,13149530760.469843,0.4200401910830365,0.0
Bwd IAT Min,0.0030927852853289963,444162.22,14361232063.274193,0.3744797430593725,0.0
Fwd PSH Flags,0.05431037504069794,0.06191963,14.010682834201006,0.00760925474310703,1.9819666604056072e-212
Bwd PSH Flags,0.0,0.0,0.0,0.0,1.0
Fwd URG Flags,0.0,0.0,0.0,0.0,1.0
Bwd URG Flags,0.0,0.0,0.0,0.0,1.0
Fwd Header Len,0.0002884301966453826,113.86292,39476532.206830256,0.9804502020126803,0.0
Bwd Header Len,0.0002726876820553745,145.58775,53389630.80933889,0.804262076237593,0.0
Fwd Pkts/s,0.004932796338310543,31676.586,642162627.6572862,0.9770442501820447,0.0
Bwd Pkts/s,0.00162619368444566,3527.7627,216933501.43506125,0.7924416120174171,0.0
Pkt Len Min,0.008896369020156534,14.165816,159131.41996086424,0.3411780015614009,0.0
Pkt Len Max,0.006606493496035903,392.6135,5942741.47378957,0.7732799491548396,0.0
Pkt Len Mean,0.005250380559282624,82.514854,1571497.2925104245,0.7732794412242655,0.0
Pkt Len Std,0.005986393767963834,119.115295,1989666.7966803869,0.7662173052516308,0.0
Pkt Len Var,9.072293752063292e-05,40777.703,44947016353.873726,0.7662173052516308,0.0
FIN Flag Cnt,0.005660784661309354,0.0062327087,10.10326243493589,0.0005719240176469409,0.1267938994467005
SYN Flag Cnt,0.05431037504069794,0.06191963,14.010682834201006,0.00760925474310703,1.9819666604056072e-212
RST Flag Cnt,0.18901529023406966,0.18943603,0.22259740537074788,0.00042074939234493236,0.44438877293392576
PSH Flag Cnt,0.38470621041633546,0.38213256,-0.6689911223776629,0.0025736612885362,1.1161054188580085e-24
ACK Flag Cnt,0.28261561896673715,0.2538807,-10.167488109965541,0.028734909736547354,0.0
URG Flag Cnt,0.04114918276510293,0.041397035,0.6023263018524003,0.0002478522120427096,0.9579241210901476
CWE Flag Count,0.0,0.0,0.0,0.0,1.0
ECE Flag Cnt,0.1890164076813325,0.18943794,0.22301399034707858,0.00042153087919682974,0.4420129241213664
Down/Up Ratio,0.0016247529259047126,0.5413354,33217.99334584084,0.5195021552292614,0.0
Pkt Size Avg,0.006040717672626969,95.93891,1588103.6002392848,0.7732796443964951,0.0
Fwd Seg Size Avg,0.0036097074997569205,48.95389,1356072.9917650407,0.7730095905477339,0.0
Bwd Seg Size Avg,0.004130484708043108,125.35003,3034652.759187879,0.6969994944903317,0.0
Fwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Bwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Subflow Fwd Pkts,0.00038535047717287236,6.0348425,1565961.8551210621,0.9999998984138851,0.0
Subflow Fwd Byts,4.984634200150011e-05,382.2792,766899778.6570431,0.7730281706944522,0.0
Subflow Bwd Pkts,0.00026096698309919776,7.080793,2713180.3115578485,0.805169393882011,0.0
Subflow Bwd Byts,0.00013365791319191786,5361.852,4011593233.1608696,0.6969995960764465,0.0
Init Fwd Win Byts,0.1067403660279143,5075.999,4755363.340416513,0.6340161222219103,0.0
Init Bwd Win Byts,0.1558649735920948,10368.503,6652134.061451784,0.5320939532919176,0.0
Fwd Act Data Pkts,0.0013795760859565728,2.143219,155253.3337830526,0.4716380288481429,0.0
Fwd Seg Size Min,0.2961958727813722,15.657178,5186.089143046848,0.9804502020126803,0.0
Active Mean,0.0019780234147701303,279396.97,14125051474.88009,0.13268981861389173,0.0
Active Std,0.0015138822201730376,143280.38,9464427082.410013,0.09056516232793188,0.0
Active Max,0.002985260529835147,417364.12,13980822713.304697,0.13268981861389173,0.0
Active Min,0.0013057589357679089,182735.94,13994604305.78882,0.13268981861389173,0.0
Idle Mean,1.2773395828510697e-05,4723847.5,36979028702431.84,0.15286826537929787,0.0
Idle Std,1.0006571404083346e-06,194313.14,19399166919010.414,0.10225716168104693,0.0
Idle Max,4.75120450938938e-06,4883292.5,102758466946169.22,0.15286826537929787,0.0
Idle Min,0.00032355773801487223,4542770.0,1404001643580.2876,0.15286826537929787,0.0
