batch,threshold,precision,recall,f1_score,total_samples,anomalies
gaussian_batch_01_features.csv,0.0001,0.4887585532746823,1.0,0.6565988181221274,20000,1000
gaussian_batch_02_features.csv,0.0001,0.6142506142506142,1.0,0.76103500761035,20000,1000
gaussian_batch_03_features.csv,0.0001,0.6127450980392157,1.0,0.7598784194528876,20000,1000
gaussian_batch_04_features.csv,0.00015000000000000001,0.7178750897343862,1.0,0.8357709987463435,20000,1000
gaussian_batch_05_features.csv,0.0001,0.6345177664974619,1.0,0.7763975155279503,20000,1000
gaussian_batch_06_features.csv,0.00015000000000000001,0.7272727272727273,1.0,0.8421052631578947,20000,1000
gaussian_batch_07_features.csv,0.00015000000000000001,0.7062146892655368,1.0,0.8278145695364238,20000,1000
gaussian_batch_08_features.csv,0.00022500000000000002,0.8312551953449709,1.0,0.9078529278256923,20000,1000
gaussian_batch_09_features.csv,0.0003375,0.847457627118644,1.0,0.9174311926605505,20000,1000
gaussian_batch_10_features.csv,0.00016875,0.7220216606498195,1.0,0.8385744234800838,20000,1000
gaussian_batch_11_features.csv,0.0001,0.5494505494505495,1.0,0.7092198581560284,20000,1000
gaussian_batch_12_features.csv,0.00015000000000000001,0.7380073800738007,1.0,0.8492569002123143,20000,1000
gaussian_batch_13_features.csv,0.00022500000000000002,0.8396305625524769,1.0,0.9128251939753537,20000,1000
gaussian_batch_14_features.csv,0.00022500000000000002,0.856898029134533,1.0,0.9229349330872173,20000,1000
gaussian_batch_15_features.csv,0.00022500000000000002,0.9930486593843099,1.0,0.9965122072745392,20000,1000
gaussian_batch_16_features.csv,0.00011250000000000001,0.9699321047526673,1.0,0.9847365829640571,20000,1000
gaussian_batch_17_features.csv,0.00016875,0.9746588693957114,1.0,0.9871668311944719,20000,1000
gaussian_batch_18_features.csv,0.00016875,0.983284169124877,1.0,0.991571641051066,20000,1000
gaussian_batch_19_features.csv,0.000253125,0.9960159362549801,1.0,0.998003992015968,20000,1000
gaussian_batch_20_features.csv,0.0003796875,0.9970089730807578,1.0,0.9985022466300549,20000,1000
gaussian_batch_21_features.csv,0.0005695312499999999,0.9930486593843099,1.0,0.9965122072745392,20000,1000
gaussian_batch_22_features.csv,0.0008542968749999999,0.9823182711198428,1.0,0.9910802775024777,20000,1000
gaussian_batch_23_features.csv,0.0008542968749999999,0.970873786407767,1.0,0.9852216748768473,20000,1000
gaussian_batch_24_features.csv,0.0012814453124999998,0.9809417040358744,1.0,0.9903791737408036,17501,875
